customer_id,first_name,last_name,email,street,city,state,country
0,Jesus,Little,jessica00@example.org,11485 Jackson Estate Apt. 161,New Jenniferview,Delaware,United Kingdom
1,Amanda,Fisher,ryan14@example.com,93833 Elizabeth Place,North Jasonhaven,Washington,Bolivia
2,James,George,nelsonscott@example.net,943 Woods Ramp Apt. 363,South Gina,South Dakota,Sao Tome and Principe
3,Cynthia,Kim,ujensen@example.com,4726 Chad Forge Suite 518,Lake Daniel,North Carolina,Tajikistan
4,Wayne,Pennington,johnobrien@example.org,946 Hinton Crossing Suite 280,Mahoneyborough,Idaho,Kyrgyz Republic
5,Sara,Lopez,johnsoncharles@example.com,32006 Lam Club Suite 990,Tylerside,Florida,Albania
6,Danielle,Mcknight,johnroberts@example.com,89586 Mark Springs Suite 078,Bethbury,Mississippi,Cote d'Ivoire
7,Amy,Berry,moodyryan@example.net,08523 Nunez Course,South Rebecca,New York,Panama
8,Christian,Alvarez,baileykayla@example.org,7530 Timothy Plains Apt. 967,North Diane,Georgia,Chile
9,Charlene,Stewart,anna90@example.net,6620 Lambert Port Apt. 830,Bowmanfurt,New Jersey,Tuvalu
10,Sarah,Fletcher,ricky37@example.net,196 Gray Park Suite 268,North Danaside,Massachusetts,Uzbekistan
11,Eric,Taylor,longjames@example.com,9343 Carolyn Lodge,Port Tiffany,Iowa,Kyrgyz Republic
12,Teresa,Sanchez,andrewyates@example.org,02064 Jason Corner Apt. 826,Dianastad,Vermont,Senegal
13,Gabriel,Hampton,ambersnyder@example.org,5474 Felicia Rapids Apt. 674,New Daniel,Illinois,Palestinian Territory
14,Alan,Nguyen,bellcody@example.org,71569 Baker Lane Apt. 093,Perryhaven,Louisiana,Trinidad and Tobago
15,Angela,Allen,xmunoz@example.com,91230 James Parkway Apt. 926,Kimview,Georgia,Palestinian Territory
16,Timothy,Robinson,shanelong@example.org,8855 Dorsey Groves Suite 248,Lake Dustinstad,Indiana,Egypt
17,Vanessa,Harvey,nathanwright@example.org,48107 Miller Ranch,Lake Kevinmouth,Idaho,Tuvalu
18,Christine,Porter,mmorrison@example.org,66933 Joseph Parks Apt. 725,Lake Curtis,New Jersey,Saint Martin
19,Lawrence,Garcia,qklein@example.net,1938 Contreras Club,Brownstad,Pennsylvania,Montenegro
20,Levi,Jackson,jennifer39@example.org,349 Ayers Crest,Raymondburgh,Delaware,Somalia
21,Kristen,Terry,iruiz@example.net,64499 Susan Radial Suite 837,North Daltonside,North Dakota,Papua New Guinea
22,Kristin,Cox,ericksonlee@example.com,420 Mitchell Roads Suite 429,Meyersbury,Ohio,Equatorial Guinea
23,Ashley,Richards,robbinschristopher@example.com,06445 Antonio Highway Apt. 694,Rhondafort,Maryland,Faroe Islands
24,Patricia,Middleton,jeremyrivera@example.org,018 Oliver Court Suite 643,North Teresatown,Wyoming,Christmas Island
25,Amanda,Davis,martingonzalez@example.net,96765 Anthony Dam,New Andrea,Maryland,Papua New Guinea
26,David,Blake,kimberly45@example.net,90095 Adams Islands,Port Antonioside,Hawaii,Sweden
27,Jason,Mitchell,thomaskenneth@example.net,99832 Ingram Islands Suite 926,South Thomasshire,Kentucky,Taiwan
28,Cassandra,Stephens,cturner@example.net,05012 Catherine Fields,East Margaretfurt,Wyoming,Finland
29,Lisa,Huber,bakerlaurie@example.org,3949 Katie Overpass Suite 192,Cindystad,Alabama,Guadeloupe
30,Claire,Ponce,mariowilson@example.org,1588 Nicolas View,Wilcoxmouth,Hawaii,Niue
31,Timothy,Scott,keithpeters@example.com,897 James Centers Apt. 784,Sharimouth,New Hampshire,Cape Verde
32,Keith,Doyle,adrianrice@example.org,11876 Brad Square Suite 248,Mooreberg,West Virginia,Saint Pierre and Miquelon
33,Aaron,Taylor,jlee@example.com,0986 Jaclyn Ferry Suite 139,Sharonborough,Kentucky,Macao
34,Edward,Davenport,ejones@example.com,456 Jessica Turnpike Suite 043,West Heidi,Florida,Sudan
35,Misty,Murphy,sullivandawn@example.com,1344 Michael Mission Suite 441,New Mariaberg,Maryland,Armenia
36,Robert,Gay,smithcameron@example.org,3714 Kathryn Trail,Kimberlyside,Wyoming,Cyprus
37,Ashley,Mccarthy,eric33@example.org,7786 Carrillo Wall,Gatesmouth,Nebraska,Svalbard & Jan Mayen Islands
38,Jessica,Smith,joanna83@example.com,28241 Ricardo Burg Suite 621,New Amanda,South Carolina,British Indian Ocean Territory (Chagos Archipelago)
39,Jacob,Carter,brownjohn@example.com,103 Jason Fords Suite 166,Ewington,South Dakota,Niger
40,Suzanne,Donovan,riverathomas@example.net,4477 Darren Vista,East Antoniostad,Nebraska,Reunion
41,Jennifer,Rojas,joshuamarquez@example.org,897 Lloyd Inlet,Port Joshua,Utah,Bulgaria
42,Jacob,Glass,smithlinda@example.org,38166 Curry Station,Heathermouth,Florida,Portugal
43,Jeremy,Wallace,alexandra35@example.net,122 Bailey Vista,East Christinestad,West Virginia,Czech Republic
44,Steven,Donaldson,kevinmonroe@example.net,90980 Gary Ports,Herreraton,Hawaii,Benin
45,Christopher,Mcdaniel,vhall@example.net,00719 Lauren Orchard Suite 104,South Tylerbury,South Carolina,Greenland
46,Angela,Mcconnell,monicaroach@example.net,85801 Caldwell Locks,Port Paul,Washington,Kenya
47,Angela,Montoya,sanchezcory@example.org,680 Walker Creek Suite 488,Lake Erica,Oklahoma,Congo
48,Lauren,Brown,gfoster@example.net,16831 Jenny Summit,West Katherinemouth,Washington,United Arab Emirates
