customer_id,first_name,last_name,email,street,city,state,country
0,Julie,Wright,collinsjay@example.net,635 Davis Coves,South Samuel,Minnesota,Norfolk Island
1,Elizabeth,Zimmerman,hallbrian@example.com,31788 Michael Key Suite 923,Briggsland,Wisconsin,Qatar
2,Lisa,Miller,jharris@example.com,213 Marisa Court,Higginshaven,New Jersey,Tonga
3,Daniel,Green,garciajustin@example.net,14013 Zimmerman Turnpike,Shaneland,Alabama,Cambodia
4,Charles,Ewing,donnacox@example.org,99617 Davis Hill Suite 952,North Monica,Indiana,Puerto Rico
5,Dakota,Stuart,walkerwillie@example.net,523 Timothy Tunnel Suite 553,Donaldmouth,Pennsylvania,British Indian Ocean Territory (Chagos Archipelago)
6,Tyler,Jones,tanderson@example.net,8027 Castro Route,Lake Samantha,Iowa,Seychelles
7,Michelle,Hall,tracyortega@example.com,5378 Garcia Branch Apt. 825,Pamelamouth,Vermont,Canada
8,Jacob,Edwards,wendy98@example.net,39205 Tina Ferry,Lake Ryan,North Dakota,Kyrgyz Republic
9,Jeffrey,Long,ghunt@example.com,699 Reynolds Village,South Susanchester,Ohio,Austria
10,Judy,Miller,gateskelsey@example.net,38754 Aaron Ramp Apt. 481,East Nicolefurt,Louisiana,Dominican Republic
11,Nicole,Davis,castillojames@example.com,048 Sarah Rue Apt. 405,Farmerland,South Carolina,Hungary
12,Marc,West,rburch@example.org,6717 Moody Terrace,West Christinatown,Oregon,Solomon Islands
13,Sandra,Cox,dixonelizabeth@example.net,90579 Marshall Trail Suite 967,Port Aaron,California,Cote d'Ivoire
14,Melissa,Wheeler,coopermichelle@example.org,3364 Michelle Loop Apt. 364,Brendaborough,Kentucky,Botswana
15,Todd,Barnes,matthewsmith@example.org,67549 Jared Forge Suite 892,Leemouth,Oregon,Vietnam
16,Benjamin,Freeman,stevenconner@example.net,34125 Michelle Key Suite 353,Brianville,Utah,France
17,Kristina,Cruz,ramirezlee@example.com,8115 Tran Prairie Apt. 485,Briantown,Maine,Colombia
18,Stephanie,Singh,dbean@example.net,120 David Landing Suite 691,Kendrabury,New Hampshire,Angola
19,Gregory,Dunn,markmoore@example.org,0615 Cynthia Crest Apt. 523,Guerraburgh,Oregon,Kuwait
20,Sheila,Gregory,clarkbrittany@example.com,313 Rivera Meadow,Transhire,Maryland,Korea
21,Kevin,Flowers,michaelmiller@example.com,2300 Dustin Plaza Apt. 480,North David,Tennessee,Palau
22,Travis,Smith,morganlewis@example.org,05140 Solis Viaduct,Barnesborough,Maryland,Tonga
23,Susan,Diaz,lsanchez@example.org,1804 Brandon Lane,Miguelbury,Arkansas,Colombia
24,Richard,Davis,chapmanleslie@example.com,8206 Rodriguez Fields,Amytown,Wisconsin,Tuvalu
25,Mary,Torres,chandlernancy@example.net,92142 Washington Radial Suite 585,Williamsborough,Vermont,Saudi Arabia
26,Bryan,Gordon,nthomas@example.net,265 Andrew Center Apt. 378,Lake Marcoview,South Carolina,Madagascar
27,Elizabeth,Harrison,fjenkins@example.net,056 Katie Route Apt. 884,South Edwinshire,Montana,Kuwait
28,Donna,Johnson,sara82@example.org,33808 Breanna Extensions Suite 928,East Heather,New York,Seychelles
29,Gregory,Garcia,patricia68@example.net,26302 Castillo Knolls,Natalietown,Missouri,Kiribati
30,William,Bennett,garciasandra@example.org,4173 William Prairie,South Christopherland,Vermont,Turkey
31,David,Crane,joneseric@example.com,033 Betty Landing Suite 982,East Paul,Delaware,Slovakia (Slovak Republic)
32,Norman,Hall,marcus66@example.com,906 Bethany Forge,Rachaelmouth,Rhode Island,Iran
33,Emily,Sellers,joseph99@example.org,83392 Evans Views Apt. 831,North Jill,Rhode Island,Saint Pierre and Miquelon
34,Rachel,Davis,lee55@example.org,440 Mary Drives,Taratown,Tennessee,Luxembourg
35,Sarah,Thompson,aduarte@example.net,3347 Rogers Viaduct,East Jeffrey,New Mexico,Burundi
36,Carlos,Vasquez,charles87@example.net,871 Scott Spring Suite 744,Nelsonview,Minnesota,United Kingdom
37,Keith,Ferguson,cclark@example.com,26588 Hudson Coves Apt. 905,Lake Territon,West Virginia,Jordan
38,Tiffany,Wong,mariowolfe@example.net,8149 Lara Ranch Apt. 059,South Michaelton,South Carolina,Madagascar
39,Aaron,Jenkins,rcox@example.com,0315 Kelly River,East Julia,Hawaii,Mauritius
40,Sharon,Payne,michael75@example.org,05006 Garrett Roads,West Cody,New Mexico,Maldives
41,Anna,Smith,pittsvanessa@example.org,7771 Shannon Stravenue,Stonehaven,Wisconsin,Antigua and Barbuda
42,Kathleen,Snow,vasquezcasey@example.net,9027 Robert Landing Apt. 711,Port Carlosburgh,Florida,Cape Verde
43,Michelle,Schneider,zrhodes@example.net,9931 Carter Trace,North Joshua,Pennsylvania,Sudan
44,Travis,Anderson,deanjohn@example.org,26492 Michael Place Apt. 007,North Mary,Nebraska,French Southern Territories
45,Jenna,Garcia,cmiller@example.net,6049 James Ferry,Bestshire,Vermont,Jordan
46,Adam,Williams,umurphy@example.com,12620 Wilkinson Mews Apt. 332,West Shannon,North Carolina,Russian Federation
47,Selena,Johnson,zjones@example.org,249 Brenda Forge Apt. 084,New Deniseshire,Oregon,Grenada
48,Jennifer,Smith,tiffanyscott@example.com,6037 Wilson Shores Suite 183,Rebeccafurt,Georgia,Portugal
49,David,Burns,brittneyvalencia@example.org,2178 Park Forges Suite 246,North Betty,North Dakota,Uruguay
50,Steven,Pearson,morgantony@example.com,2243 Jeffrey Gateway,Port Russell,Missouri,Montenegro
51,Gina,Diaz,matthew91@example.net,36634 William Walk,East Gregoryside,Vermont,Timor-Leste
52,Maureen,Mullins,brianhall@example.net,021 Abigail Gardens,Reedborough,Michigan,Eritrea
53,David,Jones,susansanders@example.com,366 Amanda Mill Suite 676,Mariahshire,California,Congo
54,Cody,Anderson,meghan05@example.com,20307 John Isle,New Kelly,New Mexico,Vanuatu
55,Ashley,Walker,dramirez@example.net,43484 Jamie Hollow Apt. 817,Chavezhaven,Illinois,Tanzania
56,Laura,Burton,davenportcharles@example.net,6257 Nicholas Manor,Jasonport,Colorado,Russian Federation
57,Derrick,Keith,tracycook@example.net,73498 Collins Skyway,Lake Laurieland,Michigan,Turks and Caicos Islands
58,Kyle,Hernandez,ljones@example.net,7062 Lewis Streets,Ericaside,Wyoming,Lao People's Democratic Republic
59,Rachel,Moore,esparzaricky@example.com,715 Evans Square Apt. 951,North Derekville,Montana,Malaysia
60,Penny,Ramirez,michelle90@example.com,019 Steven Loop Suite 843,North Michael,Colorado,Paraguay
61,Harry,Martin,blake47@example.org,441 Angela Dam Suite 514,Kathrynport,New Hampshire,San Marino
