customer_id,first_name,last_name,email,street,city,state,country
0,Dwayne,Gonzalez,jroberts@example.net,9262 Soto Flat,North Jaime,South Carolina,Pakistan
1,Michael,Beck,zjordan@example.com,700 Duffy Estates,East Cindyton,New Jersey,Korea
2,Juan,Guerrero,madison57@example.org,38144 Stone Parkway,Patrickview,California,Estonia
3,Ruben,Prince,markvasquez@example.net,16203 Dawn Mall,East Kenneth,Colorado,Pakistan
4,Amanda,Cook,timothy33@example.net,5954 Mckee Radial,Brittanychester,Montana,Palestinian Territory
5,Brett,Holmes,catherine55@example.net,901 Michael Branch Apt. 625,Schmittmouth,Illinois,British Indian Ocean Territory (Chagos Archipelago)
6,John,Perry,nealjennifer@example.net,01503 Deborah Ville Suite 205,Cunninghamland,Tennessee,China
7,Karen,Torres,kathy06@example.com,6862 Deleon Burg Apt. 792,New Ryanberg,Hawaii,Samoa
8,John,Werner,robertbeasley@example.net,920 Smith Crossroad Suite 656,Hicksstad,Vermont,Palau
9,Bianca,Thomas,kyle56@example.com,37308 Johnson Run,North Jenniferfurt,Iowa,India
10,Deborah,Delgado,tony42@example.net,703 Joel Rapids,Charlottechester,Georgia,Korea
11,Lisa,Cox,michael86@example.org,7963 Sophia Route Suite 278,Kerristad,Indiana,Dominica
12,Andrew,Hendricks,annetteashley@example.com,4636 Robert Fort,New Paulton,Iowa,Yemen
13,Chase,Mann,xmcguire@example.net,009 Sharon Row,Morahaven,Ohio,Egypt
14,Julia,Nguyen,tranroberto@example.net,66665 William Roads Suite 414,North Royfort,Nebraska,Jersey
15,Mark,Hernandez,gonzalesbarbara@example.com,746 John Station Apt. 844,East Bryan,Oklahoma,Honduras
16,Anne,Lawrence,dleonard@example.net,346 Derek Trafficway Suite 719,Peterstad,Louisiana,Cyprus
17,Cheyenne,Carter,crystal42@example.net,7335 Ryan Ways,Markview,Nebraska,Ukraine
18,William,Wilson,david75@example.com,71699 Gray Pike Apt. 230,North Ashley,Oklahoma,Afghanistan
19,Geoffrey,Dennis,amy75@example.com,208 Sarah Drive Apt. 094,East Jessicamouth,Arizona,United States Virgin Islands
20,Christopher,Johnson,darrell00@example.org,29658 Madison Cape Suite 404,Billyland,Arizona,French Southern Territories
21,Jon,Williams,wwilliams@example.org,23716 Tracy Meadows Apt. 495,Alyssaburgh,Iowa,Timor-Leste
22,Melissa,Roberts,bellsharon@example.net,450 Cummings Center,East Suzanne,New Hampshire,Spain
23,Brenda,Medina,andersongregory@example.com,46647 Weeks Key,East Jodiberg,Michigan,Pakistan
24,Lonnie,Robinson,scottchristopher@example.org,5131 Erica Glen,Garciafort,Maryland,Greece
